ticker,date,close_price,volume,ema_50,ema_200,vma_20,atr_14
ABSA,2025-11-13,98.36,142514,98.36,98.36,142514.0,0.4030508652763273
ABSA,2025-11-14,97.98,171196,98.34509803921569,98.35621890547264,156855.0,0.4030508652763273
ABSA,2025-11-15,100.28,122125,98.42097654748174,98.3753610059157,145278.33333333334,1.8494053098225915
ABSA,2025-11-16,102.58,189292,98.58407550640402,98.41719820983694,156281.75,3.163637147335325
ABSA,2025-11-17,106.25,149341,98.88469999634897,98.49513653610722,154893.6,5.121286459474806
ABSA,2025-11-18,108.48,88814,99.26098627100195,98.59448841136984,143880.33333333334,6.4390680614511275
ABSA,2025-11-19,107.84,148041,99.59741818194306,98.68648355155523,144474.7142857143,6.658789304370577
ABSA,2025-11-20,107.94,550575,99.92457825323942,98.77855834208702,195237.25,6.675815861055057
ABSA,2025-11-21,107.7,169207,100.22949675311239,98.86732890584736,192345.0,6.5550171624489275
ABSA,2025-11-22,107.27,336644,100.505594919657,98.95093757345087,206774.9,6.354123857779291
ABSA,2025-11-23,110.88,75300,100.91243433457241,99.0696347120235,194822.63636363635,6.689322122199336
ABSA,2025-11-24,111.92,292486,101.34410357635389,99.19749904324715,202961.25,7.037485023397593
ABSA,2025-11-25,111.3,107882,101.7345308870851,99.31792193833921,195647.46153846153,7.139771529958082
ABSA,2025-11-26,116.33,177605,102.30690222484647,99.48719634691297,194358.7142857143,8.000380150651907
ABSA,2025-11-27,118.74,73382,102.95133743171523,99.67876653251582,186293.6,8.441697600549361
ABSA,2025-11-28,122.16,178517,103.70461831674602,99.90246039786392,185807.5625,8.903569177212391
ABSA,2025-11-29,115.94,73615,104.1844372062854,100.0620379063429,179208.0,8.131685356109713
ABSA,2025-11-30,116.74,68442,104.67681221780362,100.22798777792157,173054.33333333334,7.524082735887706
ABSA,2025-12-01,114.34,116890,105.0557607582819,100.36840580998205,170098.31578947368,7.122500486964752
ABSA,2025-12-02,122.05,148413,105.72220151285909,100.58414306560412,169014.05,7.783052462361289
ABSA,2025-12-03,121.87,75754,106.35544851235481,100.79594263709066,165676.05,7.998575937813375
ABSA,2025-12-04,120.75,82217,106.9199407275566,100.99449047154746,161227.1,7.782723020247495
ABSA,2025-12-05,124.15,172042,107.59562932647596,101.22489355143257,163722.95,7.69693456178185
ABSA,2025-12-06,121.13,102284,108.1263889607318,101.42295431211484,159372.55,6.682394040304002
ABSA,2025-12-07,124.14,71272,108.75437370736978,101.64899456771569,155469.1,6.437753387736985
ABSA,2025-12-08,126.84,177896,109.46361395413959,101.89965133818619,159923.2,6.503317707815879
ABSA,2025-12-09,123.65,175835,110.01994281868313,102.11607271790574,161312.9,5.539678961321305
ABSA,2025-12-10,124.35,135225,110.58190584540145,102.33730582519026,140545.4,5.3931257756396285
ABSA,2025-12-11,130.72,72487,111.37163502793473,102.6197206926013,135709.4,6.475750380805758
ABSA,2025-12-12,132.29,117952,112.19196306605494,102.91494735237642,124774.8,7.666844415840439
ABSA,2025-12-13,132.71,129409,112.99659196542534,103.2114155379249,127480.25,8.015975438165661
ABSA,2025-12-14,128.21,141613,113.59319620207533,103.4601576718759,119936.6,7.526696333206763
ABSA,2025-12-15,131.45,146315,114.29346301768022,103.7386635656881,121858.25,6.461365242478074
ABSA,2025-12-16,133.8,72495,115.05842525228101,104.03778134115389,116602.75,6.912447444308722
ABSA,2025-12-17,137.07,351171,115.92162426199549,104.36646013377923,130492.2,7.658378734116338
ABSA,2025-12-18,134.75,179949,116.65999193799567,104.66878391354263,130563.8,7.434534504372402
ABSA,2025-12-19,130.95,80346,117.22038441101546,104.93028855121882,130900.35,7.170215868744544
ABSA,2025-12-20,135.52,110663,117.9380163948972,105.23466378951517,133011.4,6.582828530050316
ABSA,2025-12-21,137.34,126702,118.6988784970581,105.55411987121154,133502.0,6.515802820919259
ABSA,2025-12-22,133.86,112108,119.2934322814872,105.8357704197567,131686.75,6.267876204535725
ABSA,2025-12-23,138.13,216830,120.03212121162497,106.15710603747057,138740.55,5.621983696775889
ABSA,2025-12-24,143.25,140313,120.94262626214947,106.52618955948579,141645.35,5.729022664190994
ABSA,2025-12-25,146.97,190382,121.96330758520244,106.92861553401828,142562.35,7.428531794061704
ABSA,2025-12-26,149.01,135871,123.0239621897043,107.34733577746088,144241.7,9.04560697214435
ABSA,2025-12-27,151.86,86441,124.15478720187276,107.7902478592772,145000.15,10.708911028302037
ABSA,2025-12-28,155.69,274928,125.39146221356404,108.26686230843863,149851.75,11.950030696774261
ABSA,2025-12-29,155.97,160011,126.59062055813015,108.74152039492184,149060.55,12.925632325595693
ABSA,2025-12-30,152.69,86455,127.61412563428192,109.17881869944998,146622.05,13.137362372633667
ABSA,2025-12-31,149.93,85135,128.4892579623493,109.58430309050023,147254.45,13.131431234398518
ABSA,2026-01-01,145.23,104979,129.14575765010034,109.93898664183854,146605.8,12.512009286027048
ABSA,2026-01-02,147.62,84438,129.87023774225327,110.31392209813866,144357.25,11.028191229105298
ABSA,2026-01-03,149.47,171853,130.63885587000806,110.70353481358008,145869.25,10.129702326858876
ABSA,2026-01-04,139.93,168348,131.0032144633411,110.99434541244993,146970.9,9.751469267993222
ABSA,2026-01-05,138.62,101062,131.30191193536695,111.26922754764944,148399.25,8.768830671540808
ABSA,2026-01-06,143.13,74621,131.76575852613686,111.58625015911562,134571.75,8.048032393827011
ABSA,2026-01-07,144.48,168183,132.26435623099425,111.91355115255726,133983.45,7.941759880530324
ABSA,2026-01-08,148.52,172741,132.90183245722977,112.27779442467113,138603.2,7.934650925037524
ABSA,2026-01-09,151.7,168832,133.63901549812272,112.67005517666446,141511.65,8.065489364032398
ABSA,2026-01-10,157.33,89295,134.5680737138826,113.11443273709567,139641.3,8.762733254721823
ABSA,2026-01-11,161.98,66280,135.64305121529895,113.60065728697532,137349.9,9.92950747425671
ABSA,2026-01-12,162.4,79672,136.69234332450293,114.0862228861099,130492.0,10.98444610261801
ABSA,2026-01-13,159.22,176080,137.5757808411891,114.53531519570085,132280.35,11.606758428122493
ABSA,2026-01-14,165.15,125089,138.6571227689856,115.03894390022124,129015.7,13.105069105645256
ABSA,2026-01-15,163.93,165992,139.64821599373127,115.52542207036831,130521.75,13.792487742676073
ABSA,2026-01-16,162.83,149628,140.55730556260454,115.99611438807608,133681.1,14.22291982994395
ABSA,2026-01-17,165.04,73442,141.51741122681614,116.48411324988628,123606.8,14.820653987438835
ABSA,2026-01-18,170.45,161132,142.65202255125473,117.02108724739986,123662.85,14.644969207100615
ABSA,2026-01-19,166.58,192225,143.5903746080683,117.51421075737599,128951.35,12.823856802721465
ABSA,2026-01-20,168.25,158456,144.55741874108523,118.0190444811832,132617.4,11.397076837486125
ABSA,2026-01-21,166.06,162884,145.40065722182698,118.49706393908188,135512.65,9.198323395962198
ABSA,2026-01-22,169.86,172859,146.3598471346965,119.0081379297378,139933.7,7.580383300929659
ABSA,2026-01-23,173.64,141370,147.42965705098294,119.55173854735236,138409.55,6.651477692551294
ABSA,2026-01-24,173.73,168605,148.4610430489836,120.09082572598568,138422.4,6.543922732220832
ABSA,2026-01-25,174.27,178087,149.47315900784702,120.62992198741867,142273.65,6.959887118969164
ABSA,2026-01-26,173.62,92265,150.42009394871576,121.1571864452553,143155.85,7.061190178062818
ABSA,2026-01-27,173.89,122563,151.34048242131513,121.68189105774033,140874.85,6.295516065222451
ABSA,2026-01-28,179.35,177064,152.4388948753812,122.25570308701656,141091.0,7.256672223426051
